"","UMAP_1","UMAP_2"
"cell211_1",-13.4027393020004,-2.78864491023438
"cell212_1",-0.419688200499552,-3.92637057426251
"cell213_1",1.79080226350489,0.803157143527551
"cell214_1",-12.4247805033665,-3.00253890293158
"cell215_1",-12.6019763582016,-3.02798537161909
"cell216_1",3.76804722331207,1.47124213886636
"cell217_1",-0.207331712867543,3.33877500359481
"cell218_1",4.86471208445434,-1.56603138135194
"cell219_1",3.68869163901146,-2.22693413876918
"cell220_1",-0.514907965522798,3.49997879775071
"cell221_1",1.38910858687205,2.94800651121229
"cell222_1",2.11807466201852,2.97418019103343
"cell223_1",2.432376898575,1.46119805491185
"cell224_1",1.47839801335194,2.98274533555141
"cell225_1",2.30472211935334,0.0473085338815434
"cell226_1",4.41111787376415,-0.318376995748096
"cell227_1",4.59803477697804,0.231028969946893
"cell228_1",1.69002946937182,3.03068850633313
"cell229_1",0.901286417818876,-0.702323207823561
"cell230_1",1.93900660261458,4.77010956219723
"cell231_1",-11.4649417091464,-1.49034125267509
"cell232_1",-12.1837580111735,-2.17490619898373
"cell233_1",0.381261143179467,-2.72151023399748
"cell234_1",0.924930686443872,-1.27051121350274
"cell235_1",-0.115974622883536,-1.22867430112642
"cell236_1",2.63304463113294,2.83556024116875
"cell237_1",-0.582200145478535,1.11108019903635
"cell238_1",2.18125872296067,-1.13484020710979
"cell239_1",4.80819464502183,-2.88208399069105
"cell240_1",3.27327463391452,-3.7986318393665
"cell241_1",1.07200177764605,4.59211500714386
"cell242_1",3.15532327469632,-4.32957249209836
"cell243_1",2.28150864790077,-3.90668982558618
"cell244_1",-1.45538240461097,3.21024158510564
"cell245_1",-1.22750439746612,-2.7114041018051
"cell246_1",0.161789227549956,3.93468009081663
"cell247_1",-12.2164585806816,-1.26149616754849
"cell248_1",3.66551797539772,0.161332228939681
"cell249_1",1.07436437314761,4.58860246227002
"cell250_1",-12.5822361510122,-1.53043989161155
"cell251_1",0.732343523387821,-3.56467351816297
"cell252_1",-11.472727506787,-1.33492100881581
"cell253_1",3.41601417092604,1.14598183619772
"cell254_1",-12.7348168971077,-3.53205834229622
"cell255_1",1.63289258938394,-0.783485226651675
"cell256_1",0.530968632691619,4.37803743699472
"cell257_1",2.77484581677596,-0.558056132921977
"cell258_1",4.33167389987791,-1.04004299664194
"cell259_1",3.20878038247452,1.1962720935681
"cell260_1",-12.5701794338034,-0.952383714182285
"cell261_1",1.15168192406381,4.01425841030945
"cell262_1",4.29881022535792,-0.862398384953734
"cell263_1",2.6508933014972,0.25474522470863
"cell264_1",-0.746215697330055,3.1430490042544
"cell265_1",2.89429382223585,2.16643843888188
"cell266_1",2.16448794948523,-3.82008204686542
"cell267_1",3.22259779737887,1.74571310028245
"cell268_1",-0.733789189419037,-2.79046018611864
"cell269_1",2.20668169446459,0.565704405848517
"cell270_1",2.43208144205596,-3.02536167977708
"cell271_1",2.19491412648217,-4.06365453807836
"cell272_1",0.0706285071670016,3.43412433049588
"cell273_1",-0.539066221804293,2.24193477795402
"cell274_1",-0.523711462369379,-2.46655047255663
"cell275_1",-0.829417296472237,-2.97538930670059
"cell276_1",-11.7022594609432,-1.8002955018692
"cell277_1",-13.4118693375492,-2.32892204740615
"cell278_1",3.29102702501284,0.247453730121809
"cell279_1",3.28223906117729,2.86483685592447
"cell280_1",-0.119175911961369,1.87065431653891
"cell281_1",2.79238785718841,-0.950379908865459
"cell282_1",4.29812015119424,-2.34615181630214
"cell283_1",1.04318725878687,-0.105883463111425
"cell284_1",3.38844346210758,2.40103703819826
"cell285_1",3.99327120734634,2.44171927923252
"cell286_1",2.5551717665464,0.686865209612252
"cell287_1",3.6816123040986,-0.0548266511010066
"cell288_1",2.47214662970254,-1.01629672952662
"cell289_1",4.68144278945466,0.468181818132493
"cell290_1",-12.5835150079217,-3.46982936986834
"cell291_1",0.469496348739495,-2.8416926928794
"cell292_1",1.35664677598305,0.55988796793862
"cell293_1",-0.373952211650473,3.26677228042042
"cell294_1",1.54380114834666,4.55465981032092
"cell295_1",2.17492497182988,2.58705686653218
"cell296_1",1.53954400850036,-4.05498289643583
"cell297_1",-2.19957299603115,0.147497733717467
"cell298_1",-11.9475921988292,-1.87047646209483
"cell299_1",0.530547137201368,2.04001245098089
"cell300_1",1.92673721882063,1.78514452618676
"cell301_1",3.35421012268294,0.544553978047991
"cell302_1",0.914053194671239,-0.756265888463784
"cell303_1",3.77341147284326,1.79904729328332
"cell304_1",-0.902776795918985,1.18212128004341
"cell305_1",-0.384541806154738,-1.91012745548844
"cell306_1",3.27340331433105,-3.02062178223812
"cell307_1",1.90520288655583,1.53257606303421
"cell308_1",-12.7185194959831,-2.65928280673613
"cell309_1",-12.205572781708,-1.5766801771474
"cell310_1",-0.185684489540668,5.68747569678188
"cell311_1",2.00130045537456,4.68201742488852
"cell312_1",2.28108444068608,-2.55236297546238
"cell313_1",1.78624986532863,-0.282158661202698
"cell314_1",3.49651541451961,3.01004123817912
"cell315_1",-2.11938652258126,1.78449880292705
"cell316_1",1.2156988977202,4.4025588857307
"cell317_1",1.10639318095294,-4.08966821423403
"cell318_1",4.10287005471451,-2.86832802403283
"cell319_1",4.0584430144539,-0.313103668847616
"cell320_1",3.90091358313883,0.46951847207898
"cell321_1",0.580108174961012,4.35128300409268
"cell322_1",4.06593970743691,2.54148504876267
"cell323_1",3.73054978394109,-0.875632649196157
"cell324_1",0.245235012954817,2.95675369177871
"cell325_1",0.68654568797822,2.80120300240024
"cell326_1",2.35975770536808,2.91534848983984
"cell327_1",-13.7944215145063,-3.11082319769052
"cell328_1",-2.34886812110062,3.2046344066715
"cell329_1",1.32535194732879,4.61285145981129
"cell330_1",0.0253940263903656,3.14560837097863
"cell331_1",0.586671478458735,2.29685651817315
"cell332_1",-11.6209901824313,-1.25735516648417
"cell333_1",0.648175088144008,-1.07730891858135
"cell334_1",1.23677314437589,3.15264772997534
"cell335_1",1.16231425344945,-3.89753248598008
"cell336_1",2.28919832022312,-4.347589363434
"cell337_1",1.62411961548349,-2.23341179137172
"cell338_1",3.04062104154966,2.01253779813326
"cell339_1",1.72247673668244,-4.60128864612286
"cell340_1",0.568217524571705,5.01860245499931
"cell341_1",2.48982952799639,3.71200256174788
"cell342_1",-13.0210991630827,-2.29812745513787
"cell343_1",0.269053283959097,3.1301581652386
"cell344_1",-1.11599344538577,0.901722356599201
"cell345_1",1.6205552591549,-0.0779001674356783
"cell346_1",1.92209476639122,-3.65845944103935
"cell347_1",4.5238874848832,-1.55645148226313
"cell348_1",4.01489958981332,-0.672084986179027
"cell349_1",4.02059775799586,2.16944691165313
"cell350_1",-2.81179932834565,0.815514888682625
"cell351_1",0.862362209919746,4.22417113319232
"cell352_1",4.09037652829834,0.282171592099016
"cell353_1",1.32563294903358,-3.38499550145076
"cell354_1",-0.113525154401172,2.46857830261277
"cell355_1",3.03084967027537,2.22333520157202
"cell356_1",0.703907090939701,4.25700787110915
"cell357_1",1.79627713418969,3.55067552120886
"cell358_1",1.34532730144917,1.07008360083781
"cell359_1",1.876825133224,-1.48224535913567
"cell360_1",-0.492841859756631,-1.02780311878171
"cell361_1",0.0145943076590445,4.5910279699636
"cell362_1",-0.45175788981884,3.29523508422267
"cell363_1",4.2499873976286,0.204998102393981
"cell364_1",2.5216256019004,-1.33405521722597
"cell365_1",3.51481738002806,1.44911962144115
"cell366_1",0.0554596588355738,2.88782068037714
"cell367_1",4.0982564980715,-0.782950096043806
"cell368_1",3.44259605571416,-0.969385586994546
"cell369_1",0.664494126285947,-0.738629144608113
"cell370_1",0.626987389965735,-0.635604222437256
"cell371_1",4.65859740678085,-1.27667978937318
"cell372_1",2.67934204928203,1.05712376223912
"cell373_1",-12.8732010361892,-2.37635844339343
"cell374_1",1.31554503792584,-0.549618878006062
"cell375_1",-12.289696030068,-2.41790132789503
"cell376_1",3.07357491637156,3.21066619928016
"cell377_1",1.61458860201503,-2.47182669004067
"cell378_1",-12.5279386981462,-0.853563390687339
"cell379_1",-1.83530523967942,4.21700656783076
"cell380_1",-12.7306616275355,-2.11453145212958
"cell381_1",1.81237308883712,-0.513812321327159
"cell382_1",1.5671304640651,2.66486930546852
"cell383_1",0.355652872913526,0.399025938964387
"cell384_1",1.33918214542954,-0.676373764278905
"cell385_1",-12.0868460464219,-2.34523281512612
"cell386_1",4.16427344693384,-0.815963043090869
"cell387_1",3.64379419804029,0.146323445368121
"cell388_1",2.10847755894044,-0.302667617188752
"cell389_1",2.68566190971558,2.39786697846026
"cell390_1",1.44526393861641,0.765828570619137
"cell391_1",2.26691436356876,1.36650041321934
"cell392_1",4.25971832987969,-0.861872735701623
"cell393_1",1.07935475153087,-2.35805259920028
"cell394_1",3.43297750207121,2.25334400172021
"cell395_1",1.32611831196614,-0.664992226576681
"cell396_1",3.20100822903855,2.30185221855814
"cell397_1",1.80416151743281,-3.30625647881967
"cell398_1",3.27655843083031,2.42284596723386
"cell399_1",-0.376487232643031,4.61215472459035
"cell400_1",1.11853905190157,1.0704370461097
"cell401_1",2.47689629488344,-1.40622292596391
"cell402_1",2.94110038492391,0.00977579296931691
"cell403_1",0.936969533494538,2.15960387120546
"cell404_1",4.78876321508944,0.64132007696648
"cell405_1",3.37609823582751,-1.85743715488557
"cell406_1",-11.55066620632,-2.6562583512333
"cell407_1",4.56539273454867,-2.23108500356927
"cell408_1",0.0509435869179287,4.53376411789598
"cell409_1",2.53399223189669,-3.37108699589365
"cell410_1",-2.05708349103673,-4.08433588819038
"cell411_1",4.26391314560184,2.17104369144686
"cell412_1",2.47660133909322,-4.34853514163488
"cell413_1",-0.753885639103571,3.8924912037109
"cell414_1",3.15872455692725,-0.79484491316351
"cell415_1",2.90391223539833,1.01226812392156
"cell416_1",4.46415497702855,1.59058789826316
"cell417_1",3.50090916969919,1.56396019817089
"cell418_1",3.56556217718369,-3.75591762044734
"cell419_1",-12.6548238553989,-1.58923476181576
"cell420_1",-12.5931756130584,-2.99976273936315
"cell421_1",-13.9701183308974,-2.99549446743025
"cell422_1",0.632273273048615,-0.814093673208709
"cell423_1",2.94460332088754,-0.191565583638351
"cell424_1",4.29287866813574,-2.06694908114403
"cell425_1",-13.8235651641515,-3.17080186410245
"cell426_1",3.00940538711107,-1.67676061304509
"cell427_1",4.46212676018513,0.321147174014527
"cell428_1",2.39616224646441,0.0151225710974218
"cell429_1",0.786554030250516,2.6331047475442
"cell430_1",-12.7411248343985,-1.46081306788684
"cell431_1",1.98594900051805,-2.15716550110814
"cell432_1",2.49911290627005,2.07229281684948
"cell433_1",1.98844702567955,-2.31288369045115
"cell434_1",1.90950028940252,4.25734027083168
"cell435_1",-0.366389776393469,2.68949300596209
"cell436_1",2.37852899572035,1.72925950121092
"cell437_1",3.6687710211018,2.34923849030775
"cell438_1",1.5401061391457,4.60921734375186
"cell439_1",1.19115046456477,1.72050228173633
"cell440_1",3.21098975579323,-3.48310101672635
"cell441_1",1.41087335289981,-4.54110592869003
"cell442_1",-12.4154286889242,-0.820821207429199
"cell443_1",3.5544158425037,-1.02715632983564
"cell444_1",2.25363895856237,-1.26509188733545
"cell445_1",2.87116463624866,-0.136290224227976
"cell446_1",3.77708647000231,0.296601300645498
"cell447_1",-0.00637514501104297,-0.639140073889212
"cell448_1",2.1023357931956,1.30246149128614
"cell449_1",-12.5674159455699,-1.84903815394815
"cell450_1",2.40065550177511,-2.66416251822567
"cell451_1",2.16032071172882,-1.84239150325267
"cell452_1",3.7076491331545,-2.97566595971923
"cell453_1",0.817969340636611,4.42927889588899
"cell454_1",1.7933972076352,-1.78768305772166
"cell455_1",3.76487035657761,-2.5841142654646
"cell456_1",0.636336996301963,3.7087821787814
"cell457_1",3.89917911932003,1.7241439179578
"cell458_1",1.13222690957126,-4.23570978799206
"cell459_1",2.22518546231218,1.67953606683555
"cell460_1",4.35417757009402,-0.81916930650708
"cell461_1",4.89874364559053,0.516115695890543
"cell462_1",4.23430055639055,0.456234837858899
"cell463_1",2.90717851294848,-4.253716354372
"cell464_1",0.271616708177479,-3.15078969581804
"cell465_1",4.29982683904144,0.25839886192863
"cell466_1",-0.269762306420117,3.05744245237864
"cell467_1",2.05010751176781,2.50825473824993
"cell468_1",-2.46371805703519,0.129806175334152
"cell469_1",2.89803196379404,0.259307781404947
"cell470_1",3.0383570590878,-0.909623525847747
"cell471_1",3.50026107893313,2.8164029249399
"cell472_1",1.93866945450567,-2.86086775270005
"cell473_1",3.6608505752703,2.86078876171227
"cell474_1",-0.422478740195141,2.49662270966537
"cell475_1",2.76764424998754,0.299065498666207
"cell476_1",4.2631953105954,-0.844121668688176
"cell477_1",2.03720411360856,1.48786303288874
"cell478_1",1.22184950362144,-0.576825569274082
"cell479_1",0.341384988700123,3.80387689917965
"cell480_1",3.54996610678852,2.03092737249039
"cell481_1",1.18512407241018,-3.83881452152497
"cell482_1",2.85261273040047,1.92599058042724
"cell483_1",1.98728081493134,4.56941336126149
"cell484_1",3.80525829096534,-1.02202906124252
"cell485_1",3.96548302074969,2.33786766939565
"cell486_1",-0.317399530940872,4.34389190738602
"cell487_1",3.92118283548649,-1.00900532767339
"cell488_1",1.68455832626381,0.653474751012654
"cell489_1",3.68347342343232,-0.114849394360392
"cell490_1",-13.6342577684278,-2.47162855571498
"cell491_1",-13.8951763880127,-2.62356562455711
"cell492_1",4.13041484335533,-1.08107927609377
"cell493_1",0.318594639534914,4.47878420506444
"cell494_1",1.06265839067131,3.03062923619456
"cell495_1",3.29437977636707,2.42975565456994
"cell496_1",4.40541873697829,-0.161238879763253
"cell497_1",0.232167540400663,1.44479867151237
"cell498_1",2.65738143976655,1.34289331801414
"cell499_1",2.66357407667327,3.29469347220749
"cell500_1",3.40425653788967,-2.52672278459081
"cell501_1",0.412060951642311,3.46839031570395
"cell502_1",2.9588080194147,0.0244126203921103
"cell503_1",3.81162847753944,-1.90549484639231
"cell504_1",4.03834770175276,-2.17817239820137
"cell505_1",-0.253173461889162,4.12996357004654
"cell506_1",3.91697890408886,-0.494068479048085
"cell507_1",4.32958974365109,-0.219262119395747
"cell508_1",2.0586662691933,-2.92041416217083
"cell509_1",1.24845414805668,0.540473088309603
"cell510_1",4.31375758706771,-0.252323982673224
"cell511_1",3.02245152942097,1.43376355290341
"cell512_1",1.34972963366533,3.23326845966432
"cell513_1",1.18657691497703,2.29905418044228
"cell514_1",1.83192618882305,-3.36389706878534
"cell515_1",-2.50581500461931,-0.090036216759098
"cell516_1",5.04622083809476,-0.574401933164709
"cell517_1",1.62346124960747,-4.78923992451436
"cell518_1",0.497232667079698,0.79171200678786
"cell519_1",3.60249634102957,2.14142534664307
"cell520_1",0.636207990631836,2.24002112449455
"cell521_1",3.2068010409767,0.617437453362476
"cell522_1",2.98268623235722,3.14239592498443
"cell523_1",1.37084467934279,-2.17559648270877
"cell524_1",0.67390213077508,0.319488933945938
"cell525_1",-2.03794242752282,-2.12226970578282
"cell526_1",3.18238686659293,-4.06154044450192
"cell527_1",-0.0525585328489808,-1.79116910272893
"cell528_1",-1.67553558944515,4.30607105888429
"cell529_1",4.34843312347603,1.21307325605799
"cell530_1",4.54013281744673,0.466760120713031
"cell531_1",3.45691381875236,-0.338966515789718
"cell532_1",-12.5165314321562,-1.96950093800106
"cell533_1",0.177969016822656,3.77778562851604
"cell534_1",1.12231260593203,-3.49938816936935
"cell535_1",-0.0299863308041326,2.21733010161546
"cell536_1",3.6159761166108,2.31871402415688
"cell537_1",4.28510721799157,-1.41338234439331
"cell538_1",4.07812206800305,0.0499958843673034
"cell539_1",2.32762465958452,-0.666554189134765
"cell540_1",2.79807126268693,0.925229676514129
"cell541_1",3.43447724792643,1.95744560031946
"cell542_1",2.65348590607234,-2.49142805524686
"cell543_1",-11.3205675165691,-3.57310650465842
"cell544_1",4.42003645404133,0.739081193137347
"cell545_1",0.0217659909663324,0.984047835770234
"cell546_1",3.66585631303465,2.46732009086106
"cell547_1",-2.23756668071526,2.32305581681161
"cell548_1",-0.0741347581950398,3.24223559116731
"cell549_1",4.53566107625657,0.500326156450074
"cell550_1",2.42320277877667,2.73214029596977
"cell551_1",1.43602606118969,2.53581150669407
"cell552_1",-0.551997876466805,2.21315962735968
"cell553_1",3.41346847916452,-2.36400757760824
"cell554_1",4.75182098603096,-0.667467173005693
"cell555_1",3.18677030574304,-3.09949128290716
"cell556_1",-13.658850749124,-2.6693010501939
"cell557_1",2.36397889207782,0.184102483053887
"cell558_1",0.101380829308666,0.00021066645210005
"cell559_1",2.9351767380508,-1.66055966398617
"cell560_1",1.73714898871183,-1.75998675190112
"cell561_1",0.895624985418262,-2.08058985627939
"cell562_1",4.57194701688808,-1.17258459417925
"cell563_1",0.316034257428768,4.93292131932598
"cell564_1",-0.361667956076492,2.80004368585114
"cell565_1",3.10895419391401,2.5430044611711
"cell566_1",2.1955035601885,-4.10946898229293
"cell567_1",3.25647666265547,1.54440290574108
"cell568_1",3.81544866694663,2.49376907781709
"cell569_1",0.10271990255086,1.24682800481367
"cell570_1",4.32921823773293,-1.00973953628781
"cell571_1",0.365130765928072,3.53152860149247
"cell572_1",0.796105944682667,5.04756979649714
"cell573_1",4.02861459400533,0.854488896202958
"cell574_1",1.59299379527298,-1.74495007273314
"cell575_1",0.519040871693148,-2.26501430451367
"cell576_1",-11.9746375454486,-1.30266693042081
"cell577_1",1.35515787811068,0.998195704873455
"cell578_1",0.824100739070053,1.5131187689104
"cell579_1",3.85439119770515,-2.28437571946558
"cell580_1",-12.938550699078,-1.60639559436499
"cell581_1",-2.01724985864597,-0.678935262107946
"cell582_1",0.974182651187978,2.94742105760206
"cell583_1",3.03630097419844,-2.53282934664702
"cell584_1",0.223531454983305,0.563431128489157
"cell585_1",1.79264280167334,-4.53269198629463
"cell586_1",-12.3880954139945,-3.56601970499704
