"","tSNE_1","tSNE_2"
"cell371_1",-8.62296565861424,18.7859360026651
"cell372_1",-26.9329479576365,2.5128886359881
"cell373_1",-35.7969188908443,15.216109976908
"cell374_1",6.73665822635475,3.48437071016197
"cell375_1",-40.839665604165,0.656916130394019
"cell376_1",-16.4315844510791,-7.651893283328
"cell377_1",6.80310245266877,26.4417607586052
"cell378_1",-33.7035350463975,6.50061985066125
"cell379_1",-3.38066569270351,-23.1190731675705
"cell380_1",-39.2010684841616,0.175644722298325
"cell381_1",1.0995734775469,13.4457218317315
"cell382_1",-0.780788512521632,-11.6026092060754
"cell383_1",2.33487427643047,-5.16136883137969
"cell384_1",5.71027758323445,12.9889804530598
"cell385_1",-42.274643090035,3.78533680532009
"cell386_1",-9.41814821879942,16.5889364719997
"cell387_1",-7.78114365716581,3.86357039266278
"cell388_1",-0.325373702620102,10.5524449564148
"cell389_1",-17.1765747849865,0.784286966342064
"cell390_1",-4.03346931509008,0.402975152959314
"cell391_1",-3.47593279669798,-2.34043775211487
"cell392_1",-7.90764079423811,22.4490045166455
"cell393_1",13.8947641386963,12.9850856302502
"cell394_1",-5.12104238763675,-3.88908896909169
"cell395_1",2.11743033118591,10.7180407195337
"cell396_1",-12.4054966526034,-8.95912192587441
"cell397_1",10.1301643605257,17.8907470308341
"cell398_1",-14.3631297233872,-5.75121335184645
"cell399_1",1.34036471461225,-24.5060987606079
"cell400_1",-5.19075794205387,-1.46204416423459
"cell401_1",2.00379412358844,4.12769560801993
"cell402_1",-6.7986193121869,2.97518116635869
"cell403_1",1.19119591957522,-15.7195975709097
"cell404_1",-22.1860793559587,24.6639203592697
"cell405_1",-4.59775469222717,18.1870523734561
"cell406_1",-45.6158792876005,2.46263769126464
"cell407_1",-8.61783075959743,30.4195672477049
"cell408_1",-14.3743390415773,-33.0386466675044
"cell409_1",11.490549572322,20.1623662194715
"cell410_1",39.3441349519004,25.5192730556135
"cell411_1",-16.2853930376432,2.08217745485513
"cell412_1",9.48891128746886,22.9530750334543
"cell413_1",-8.07699400394324,-14.2811017295387
"cell414_1",-21.0550596404198,16.0044007629133
"cell415_1",-12.3527073948061,8.24738299938889
"cell416_1",-23.4613900022554,21.9603531490044
"cell417_1",-11.5763103278032,-1.36679066823715
"cell418_1",12.3881074787347,36.9390667794833
"cell419_1",-36.1620789871699,2.24257713322984
"cell420_1",-41.7794833847124,-3.12251131664448
"cell421_1",-37.517945785567,-9.26721664004145
"cell422_1",9.37583852735694,1.91934526534009
"cell423_1",-6.43166053996712,3.47111298321816
"cell424_1",-6.40279409284913,27.132598577494
"cell425_1",-38.4698729764722,-8.89686929487351
"cell426_1",2.22088274272087,17.4183550430238
"cell427_1",-12.6744649383742,12.5491777535728
"cell428_1",-17.3095123323801,16.1709776416193
"cell429_1",0.746720051490597,-15.1806234649255
"cell430_1",-34.8942362904806,2.74802658065747
"cell431_1",6.96866281382537,13.6491498220274
"cell432_1",-12.2729274092085,-5.98858619863784
"cell433_1",11.9768145438581,13.0834642371856
"cell434_1",-7.78567411998991,-12.3804972586987
"cell435_1",0.469936918686289,-31.9570852357949
"cell436_1",-19.3976721986865,35.8435358285114
"cell437_1",-19.3640318287944,-0.986415163231404
"cell438_1",-10.8411716502393,-10.3802370762078
"cell439_1",-3.23001218582134,1.04220220067149
"cell440_1",9.68958502773669,21.5818964131169
"cell441_1",22.4802302545143,27.5540110236478
"cell442_1",-34.9471872917727,7.58695453649193
"cell443_1",-5.4047535946242,8.86550763553227
"cell444_1",-0.95622536528129,12.8698757546464
"cell445_1",-9.57470557747476,6.86798550065183
"cell446_1",-16.2449664957128,14.2389672627812
"cell447_1",25.6491338877224,-6.35531169144351
"cell448_1",-25.9298730852306,19.2888947943442
"cell449_1",-35.5285394004529,3.06335989176855
"cell450_1",7.52518789303456,8.32345721805772
"cell451_1",10.2355636936327,7.24306600836599
"cell452_1",-2.34616185108744,25.2316930055412
"cell453_1",-15.5511323033422,-20.538332144311
"cell454_1",7.74856831461255,12.959345956377
"cell455_1",-2.22613902391512,27.6436373142679
"cell456_1",-6.86917227127691,-24.0895497214966
"cell457_1",-11.9907337656101,3.59343447975148
"cell458_1",21.9895709504177,27.4397789958869
"cell459_1",-24.3794377001766,3.58215105000444
"cell460_1",-8.98022916223504,23.6226310285075
"cell461_1",-21.4896750651155,24.4624811547343
"cell462_1",-16.0889232528729,7.47065556994368
"cell463_1",12.8308726983243,26.234905465934
"cell464_1",13.0738436423175,0.325711214470391
"cell465_1",-14.7147295896944,7.08974991111478
"cell466_1",-5.99595777300657,-19.6450563474744
"cell467_1",-4.67211616331949,-5.17358515116958
"cell468_1",14.7044791599468,-1.95580821883556
"cell469_1",-2.55148304581072,-2.05847527083574
"cell470_1",-4.00119530852966,15.5705270033818
"cell471_1",-18.3708006843234,-5.70519082791598
"cell472_1",8.09740726645129,19.4260386621393
"cell473_1",-17.2823456356223,-3.8679678587135
"cell474_1",26.7189356460178,-28.8569514067348
"cell475_1",-5.52726515534276,3.66586734013269
"cell476_1",-7.01457307409407,13.9265622365297
"cell477_1",-7.01166479567441,-3.2139045562342
"cell478_1",15.0182469647628,6.68392331004369
"cell479_1",1.48055674169015,-7.89239978421214
"cell480_1",-17.5548417722559,2.35828461732026
"cell481_1",18.7477422673269,24.9226265296367
"cell482_1",-9.8388052564514,-5.03761500366347
"cell483_1",-13.9274709314153,-10.1751281567903
"cell484_1",-15.9510266818948,16.6600661710825
"cell485_1",-20.4006242417009,-3.5723698042853
"cell486_1",-11.5839429675377,-41.8032192925714
"cell487_1",-9.00712739605079,15.5848234217114
"cell488_1",-4.60097395684366,-2.41564911030106
"cell489_1",-16.2540970483781,15.5111817962728
"cell490_1",-35.5829103914515,-5.28595740937915
"cell491_1",-36.151761202563,-7.93495497752899
"cell492_1",-12.283062799232,18.6870742963194
"cell493_1",-9.28769654464241,-24.953882583278
"cell494_1",-2.03229694750379,-29.7804573162873
"cell495_1",-17.0510949653837,-6.02445741031867
"cell496_1",-12.807526893429,11.2014405184813
"cell497_1",41.1517300103699,31.0206517754476
"cell498_1",-18.1791754534137,11.4461582827974
"cell499_1",-16.8354104659972,-13.4821633468155
"cell500_1",-3.00598041254321,28.397784984988
"cell501_1",-4.03505131928176,-19.5410612515991
"cell502_1",-19.6158315624474,15.3488725740515
"cell503_1",-2.12648095565887,23.5150057136949
"cell504_1",-5.06115390807928,20.2159879223656
"cell505_1",-2.49626133794197,-19.8303039482294
"cell506_1",-16.7364471753895,15.9942431683685
"cell507_1",-12.6635145648913,11.8007239533112
"cell508_1",12.3223887746522,16.0906253279157
"cell509_1",-1.22297456760603,-3.07369940218044
"cell510_1",-18.7054730073104,18.0809153764422
"cell511_1",-18.7543380843625,10.4739150679281
"cell512_1",-17.0161724653404,-18.2417472352687
"cell513_1",-0.245341229498226,-12.1676732507053
"cell514_1",12.086618127758,16.9022768749356
"cell515_1",15.5224590155584,-2.24806727963679
"cell516_1",-15.1432419318408,25.6627491801335
"cell517_1",20.0443781401189,32.4405390533877
"cell518_1",13.2469358976793,-16.6386546392725
"cell519_1",-22.6716029635748,-3.97642862284415
"cell520_1",-1.97813080338135,-31.2578055628979
"cell521_1",-6.70791104570503,6.78158083046236
"cell522_1",-20.4532551712719,-7.38547245490197
"cell523_1",12.5908877053535,9.75656148865787
"cell524_1",6.32056792912083,-0.157730206009999
"cell525_1",22.5155880050383,4.54983580021323
"cell526_1",12.9981060470939,32.2092860295608
"cell527_1",22.7221597280721,6.94972510986692
"cell528_1",0.622771663766985,-20.6206295936445
"cell529_1",-16.5957977980821,3.4275775592603
"cell530_1",-14.3155135215135,15.0122533778074
"cell531_1",-11.2878369687855,10.0778609771251
"cell532_1",-40.8045146403837,4.90191604985247
"cell533_1",1.54493637197547,-8.02607693028415
"cell534_1",17.1287827133294,18.0213753636456
"cell535_1",-2.35085019362437,-40.0029435098071
"cell536_1",-14.8399895703796,-2.97760954431557
"cell537_1",-4.53855353545625,21.5285582110169
"cell538_1",-13.7747407740415,15.5846891041131
"cell539_1",7.90017727273693,6.66151389590863
"cell540_1",1.15227001227932,5.26723868804758
"cell541_1",-14.0459758695052,-2.38982458259312
"cell542_1",4.87843938871483,16.1767564241258
"cell543_1",-49.0128908451644,1.99747370316908
"cell544_1",-13.4392238613695,5.78328271457861
"cell545_1",12.0927189171684,-14.9502107069871
"cell546_1",-17.4350441366616,-4.96416900162772
"cell547_1",17.9572605066123,-33.0202974252417
"cell548_1",2.69179009845582,-18.5886507788708
"cell549_1",-21.0574680603726,23.3152214227987
"cell550_1",-18.9382069547333,-6.09796971157513
"cell551_1",-4.89614930169611,-18.8133542594347
"cell552_1",2.08146615312153,-34.0813299880066
"cell553_1",0.711899417168166,19.8998731560176
"cell554_1",-7.32313119773102,18.5036965320939
"cell555_1",-5.41083076839128,15.9766064969172
"cell556_1",-37.483350451228,-6.51518510910984
"cell557_1",-1.64898526769275,9.29559563422771
"cell558_1",31.6826460296216,-12.4521249077615
"cell559_1",-3.79315657212675,14.0919845934634
"cell560_1",7.70026461673167,12.9402855215712
"cell561_1",12.4431385237353,12.2436992451124
"cell562_1",-13.2669305355099,19.0541602381441
"cell563_1",-4.39751050312208,-15.9822179257827
"cell564_1",-6.54170847054033,-19.8557989980468
"cell565_1",-11.9773591904238,-7.00698350350368
"cell566_1",14.8170681708207,28.0965120327441
"cell567_1",-18.0443522934713,4.74045076080691
"cell568_1",-15.958820698779,-3.48405904506071
"cell569_1",14.7665342831103,-12.4318239385875
"cell570_1",-9.94204482097377,16.9708723091437
"cell571_1",-2.0282862433314,-27.3490728112584
"cell572_1",-5.00406878847152,-12.26922009308
"cell573_1",-7.92124195242819,3.14132725492399
"cell574_1",7.04041713208784,11.9852972978819
"cell575_1",23.023244209574,7.52957265506552
"cell576_1",-39.8092514770643,6.74934056180069
"cell577_1",-1.64895534208939,-3.79280365214966
